WorkID,WorkTitle,Year,Country,Genre,TechRef,TechUsed,Topic,Sentiment,Situation,SituationID,Characters,CharactersID
873,"Good boys",2019,"United States","Narrative, Movie",,Drones,"Companionship, Family, Identity, Playful","Creepy, Intrusive","Good boys (Max spies using drone)",872,"Max, Hannah, Lily","869, 870, 871"
1539,"How do you see me?",2019,"United States","Art, Video art","Facial recognition, Machine learning","Facial recognition, Image generation, Machine learning","AI, Surveillance","Alien, Intrusive","How do you see me? (exploring facial recognition)",1578,,
226,"I Created an AI to Make Procedurally Generated Movies, But They're Horrifying",2019,,"Narrative, Creepypasta","AI, Image generation, Machine learning",,"AI, Consciousness, Horror, Identity","Alien, Hostile, Intimate","I Created an AI to Make Procedurally Generated Movies, But They're Horrifying (AI)",552,"Narrator (I created an AI..)",874
655,"Infinite Detail: A Novel",2019,"United Kingdom, Canada","Narrative, Novel","Augmented reality, Drones, Facial recognition, Object recognition, Surveillance cameras",,"City, Conflict, Crime, Economy, Hacking, Romantic relationship, Surveillance","Dangerous, Exciting, Intrusive, Subversive","Infinite Detail (Black Lives Matter protest with AR and drones), Infinite Detail (Selfie while being held up in the airport), Infinite Detail (AR art and ads)","654, 1639, 657","Rushdi Mannan",653
1873,"Los anillos de la serpiente",2019,Argentina,"Art, Installation art",,"Camera, Motion tracking, Object recognition","Social Media","Dangerous, Intimate, Overwhelming","Los anillos de la serpiente (triggering a intimate spectacle)",2069,,
341,"Lost Faith",2019,"United States, Germany","Narrative, Music video","Drones, Facial recognition, Object recognition","Drones, Filtering","Autonomous vehicles, Surveillance","Alien, Intrusive, Overwhelming","Lost Faith (Bob is followed by drone)",340,"""Bob Mould""",790
1124,"Love, Death & Robots",2019,"United States","Narrative, TV series or episode","AI, Augmented reality, Biometrics, Camera, Holograms, Machine learning, Non-Visible Spectrum, Object recognition",,"AI, Companionship, Consciousness, Dystopian, Empathy, Inequality, Physical violence, Robots/androids, Sex","Helpful, Protective","Love, Death and Robots (Robot checks location), Love, Death and Robots (Robot takes photos), Love, Death and Robots (Robot checks scans environment), Love, Death and Robots (Suzy coordinates via hologram), Love, Death and Robots (Holographic fight host), Love, Death and Robots (Sentient plane sees everything)","2498, 2502, 2503, 2505, 2508, 2512","Humanoid robot (Love, Death & Robots), Box robot (Love, Death & Robots), Small robot (Love, Death & Robots), Holographic Fight Host, Cutter Colby, Lucky 13, Suzy","2495, 2497, 2496, 2507, 2511, 2510, 2504"
432,"Machines Like Me",2019,"United Kingdom","Narrative, Novel",AI,,"AI, Competition, Crime, Economy, Family, Identity, Physical violence, Robots/androids, Romantic relationship, Sex","Alien, Exciting","Machines Like Me (AI)",436,"Charlie Friend, Adam, Miranda","435, 434, 433"
1740,"Neo Cab",2019,"United States",Game,"Augmented reality, Body scans, Camera, Emotion recognition, Holograms, UGV",,"Autonomous vehicles, City, Companionship, Empathy, Labour, Surveillance","Creepy, Flawed, Overwhelming","Neo Cab (Allie's sousveillance suit), Neo Cab (Gideon's surveillance suit), Neo Cab (Feelgrid emotion device)","1742, 2774, 2772","Allie Bream, Lina Romero, Gideon DeKalb, Gideon DeKalb's mother","1738, 1741, 2775, 2777"
1584,"Neural Network Training",2019,Austria,"Art, Installation art",,"Machine learning, Object recognition","AI, Playful","Fun, Wondrous","Neural Network Training (recognizing objects)",1594,,
910,"NITE Team 4",2019,Canada,Game,"Biometrics, Drones, Non-Visible Spectrum, Satellite images, Surveillance cameras",,"Conflict, Crime, Hacking, Surveillance","Empowering, Intrusive, Overwhelming","NITE Team 4 (Identify and attack house)",1008,,
757,Observation,2019,"United Kingdom",Game,"AI, Drones, Object recognition, Surveillance cameras, Webcams",,"AI, Free will","Creepy, Flawed, Helpful, Intimate","Observation (fixing space station), Observation (hacked AI)","1231, 1232","Emma Fisher, SAM","758, 1230"
1053,"Privacy Machine",2019,Germany,"Art, Video art, Installation art",,"Facial recognition, Filtering, Object recognition","Free will, Identity, Surveillance, Utopian","Helpful, Protective","Privacy Machine (Obfuscating camera)",1052,,
1073,RASA-BOX,2019,China,"Art, Installation art",,"Body scans, Emotion recognition, Machine learning",Surveillance,"Creepy, Intimate","RASA-BOX (machine mirroring you)",1072,,
1700,"Recoding Art",2019,"Brazil, Netherlands, Denmark","Art, Video art","Machine learning","Object recognition","AI, Labour","Alien, Flawed, Subversive","Recoding Art (Classifying Art)",1967,"Mechanical Turkers (Recoding Art)",1966
628,"Ring (TM) Log",2019,"United States","Narrative, Electronic literature","Facial recognition, Machine learning, Object recognition, Surveillance cameras",,Surveillance,"Alien, Creepy, Flawed, Misleading","Ring (TM) Log (Identifying Trick-or-Treaters)",627,,
995,Self-Contained,2019,"United States","Art, Video art",,"Machine learning","AI, Identity, Nudity","Alien, Creepy, Intimate","Self-Contained (Artist viewed by machine)",994,"""Doug Rosman""",2744
1214,"Significant Other",2019,"Sweden, Netherlands, Germany","Art, Installation art",,"Emotion recognition, Machine learning, Object recognition, Webcams","AI, Surveillance","Alien, Fun","Significant Other (comparing emotions)",1215,,
861,"Sound and Fury",2019,"United States","Narrative, Music video","Object recognition",,"Physical violence, Playful","Dangerous, Oppressive","Sound and Fury (Train scanning objects)",863,Workers,862
463,"Spider Man: Far From Home",2019,"United States","Narrative, Movie","AI, Augmented reality, Biometrics, Cameraphone, Deepfake, Drones, Motion tracking",,"AI, Autonomous vehicles, Conflict, Family, Identity, Physical violence, Romantic relationship","Dangerous, Empowering, Exciting, Hostile, Misleading, Wondrous","Spiderman: Far From Home (Drones creating superhero illusion), Spiderman: Far from Home (Augmented reality), Spiderman: Far from Home (Deepfake of Nick Fury)","462, 465, 466","Mysterio, Peter Parker","461, 464"
1638,"Terra Mars",2019,China,"Art, Video art",,"Image generation, Machine learning, Satellite images","AI, Nature, Utopian",Wondrous,"Terra Mars (generating a representation of a new planet)",1640,,
768,"The Addams Family",2019,"United States","Narrative, Movie","Surveillance cameras",,"Conflict, Family, Horror","Creepy, Empowering, Intrusive","The Addams Family (Needlervision)",767,"Margaux Needler, Inhabitants of Assimilation City","766, 771"
2476,"The Mandalorian",2019,"United States","Narrative, TV series or episode","Facial recognition, Holograms, Non-Visible Spectrum",,"Companionship, Empathy, Family, Inequality, War",,"The Mandalorian (Reluctant facial recognition to steal data), The Mandalorian (Holographic threats)","2807, 2809","Din Djarin, Valin Hess, Migs Mayfield, Moff Gideon","2499, 2501, 2500, 2808"
3157,"The Most Beautiful Women",2019,,"Art, Video art",,Deepfake,Identity,Subversive,"The Most Beautiful Women (replacing faces)",3158,,
1082,"The Seeker",2019,"United Kingdom","Art, Installation art",,"Machine learning, Object recognition, Surveillance cameras","AI, Hacking, Surveillance","Creepy, Intrusive","The Seeker (Machine watching machines)",1081,,
992,"The Shell",2019,Austria,"Art, Installation art",,"Camera, Motion tracking","AI, Animals, Robots/androids","Fun, Wondrous","The Shell (Machine mirroring us)",991,,
1717,"The Test",2019,Canada,"Narrative, Novel","Virtual reality",,"Conflict, Crime, Dystopian, Family, Grief, Inequality, Physical violence","Dangerous, Misleading","The Test (VR simulation)",1718,"Idir Jalil (The Test)",1716
1543,"This is the Future",2019,Germany,"Art, Installation art","AI, Machine learning","Image generation, Machine learning",AI,"Flawed, Wondrous","This is the Future (neural networks predicting)",1586,,
2937,"Us, Aggregated 3.0",2019,"United States, Nigeria","Art, Video art",,"Machine learning","AI, Family, Identity","Flawed, Intimate","Us, Aggregated 3.0 (searching for similarity)",2938,,
3020,"Values Of Values",2019,"Taiwan, Hong Kong SAR China, France, Algeria","Art, Installation art",,"Body scans, Image generation","Consciousness, Economy",Exciting,"Values Of Values (visualising human values with brainvaves)",3041,,
1064,VOIGHT-KAMPFF,2019,Cuba,"Art, Installation art","Emotion recognition","Emotion recognition","Dystopian, Free will, Surveillance","Intrusive, Oppressive","VOIGHT-KAMPFF (eye movements analysed)",3080,,
1050,"Volumetric Data Collector",2019,"South Korea","Art, Performance art",UGV,"3D scans","Autonomous vehicles, City, Playful","Helpful, Wondrous","Volumetric Data Collector (Scanning your surroundings)",1049,,
1079,"What a Ghost Dreams Of",2019,"Austria, Japan","Art, Installation art",,"Facial recognition, Image generation, Machine learning, Surveillance cameras","AI, Surveillance","Intrusive, Wondrous","What a Ghost Dreams of (face captured new faces generated)",1078,,
916,"Whispers of a Machine",2019,Sweden,Game,"Biometrics, Body scans, MicroscopeOrTelescope, Non-Visible Spectrum",,"AI, Consciousness, Crime, Dystopian, Inequality","Empowering, Flawed, Helpful, Overwhelming","Whispers of a Machine (Enhanced vision from nano-substance), Whispers of a Machine (Fake biometric implant)","1743, 2444","Detective Vera Englund, Katarina Berg","1744, 2445"
413,"Years and Years",2019,"United Kingdom","Narrative, TV series or episode","AI, Augmented reality, Drones, Filtering, Ocular implant, Virtual reality, Webcams",,"Conflict, Dystopian, Family","Dangerous, Exciting, Flawed, Fun, Helpful, Intimate, Overwhelming","Years and Years (Bethany hiding behind filter), Years and Years (Failed optical implant), Years and years (Broadcast deepfake issue), Years and years (Webcam diagnosing Edith`s eye)","412, 414, 488, 490","Bethany Bisme-Lyons, Celeste Bisme-Lyons, Lizzie, Vivienne Rook, Edith Lyons, Daniel Lyons, Stephen Lyons","411, 981, 419, 660, 489, 2720, 982"
510,"You•Who? Customised Cinema Installation",2019,Ireland,"Narrative, Movie","Facial recognition, Image generation","Emotion recognition, Facial recognition, Image generation, Webcams","Dystopian, Free will, Identity","Alien, Dangerous, Hostile, Intimate, Intrusive, Overwhelming","Who*You (Face replacement)",509,"Replaced man",1732
94,"“Thoughts and Prayers”",2019,"China, United States","Narrative, Short story","AI, Augmented reality, Camera, Deepfake, Drones, Filtering, Image generation, Machine learning",,"AI, Dystopian, Family, Grief, Physical violence, Social Media","Helpful, Intimate, Intrusive, Oppressive, Overwhelming, Protective","Thoughts and Prayers (Deepfake), Thoughts and Prayers (AR trolling)","539, 1164","Hayley (Thoughts and Prayers), Abigail Fort (Thoughts and Prayers)","538, 1163"
3175,"HOW TO EDIT YOUR SELFIES",2019,"Indonesia, Canada","Art, Video art",,"Cameraphone, Filtering","Identity, Social Media",Creepy,"HOW TO EDIT YOUR SELFIES (overlaying filters)",3176,,
2299,"Alita: Battle Angel",2019,"United States","Narrative, Movie","Body scans, Holograms, Object recognition",,"City, Cyborgs, Physical violence, Robots/androids","Helpful, Hostile","Alita: Battle Angel (Object recognition used to identify scrap), Alita: Battle Angel (Body scan analyzing the body and brain)","2304, 2305","Alita, Dr. Dyson Ido, Nurse Gerhad","2301, 2302, 2303"
2427,"His Dark Materials",2019,"United Kingdom, United States","Narrative, TV series or episode","Image generation",,"Animals, Conflict, Consciousness, Family","Alien, Exciting, Helpful","His Dark Materials (Lyra communicates with Dust)",2431,"Lyra Silvertongue, Mary Malone, Dust","2428, 2429, 2430"
2663,"This Time Away",2019,"United Kingdom","Narrative, Movie","AI, Camera, Surveillance cameras",,"Family, Grief, Robots/androids, Surveillance","Helpful, Intrusive, Prosocial","This Time Away (Louisa watching Nigel)",2664,"Nigel, Max robot, Louisa","2660, 2661, 2662"
1950,"A Memory Called Empire",2019,"United States","Narrative, Novel","AI, Biometrics, Drones, Holograms, Ocular implant",,"AI, City, Conflict, Identity","Alien, Helpful, Intimate, Oppressive","A Memory Called Empire (Holographs), A Memory Called Empire (Cloudhooks)","2386, 2383",,
2232,Osmosis,2019,France,"Narrative, TV series or episode","AI, Body scans, Image generation, Surveillance cameras, Virtual reality",,"Conflict, Free will, Romantic relationship","Creepy, Helpful, Intimate","Osmosis (VR Dating App), Osmosis (MRI Scan for Brain Activity)","2229, 2231","Esther Vanhove, Paul Vanhove","2227, 2228"
3252,"Emily Eternal",2019,"United States","Narrative, Novel","AI, Augmented reality, Surveillance cameras",,"AI, Climate Change, Romantic relationship, Sex","Empowering, Exciting, Protective, Subversive","Emily Eternal (Interface chip), Emily Eternal (Simulation of world), Emily Eternal (Jason ignores Emily)","3253, 3256, 3258","Emily, Regina, Jason Hatta","3251, 3254, 3257"
2101,"Avengers: Endgame",2019,"United States","Narrative, Movie","Augmented reality, Body scans, Holograms, Non-Visible Spectrum, Surveillance cameras",,"Dystopian, Family, War","Helpful, Protective","Avengers: Endgame (AR inside of robotic suits), Avengers: Endgame (Iron Man uses infrafred vision), Avengers: Endgame (Nebula projects hologram of future self), Avengers: Endgame (Avengers use AR interfaces)","2102, 2103, 2133, 2134","The Avengers, Iron Man , Nebula","2097, 1944, 2074"
2241,"How to Sell Drugs Online (Fast)",2019,Germany,"Narrative, TV series or episode","Augmented reality, Filtering",,"Crime, Economy, Social Media","Exciting, Helpful","How to Sell Drugs Online (Fast) (Cycling Through AR Landscape), How to Sell Drugs Online (Fast) (Filtering in School Hallway)","2237, 2240","Moritz Zimmermann",2235
2740,"The Battle of Ilovaisk",2019,"United Kingdom",Art,,"Machine learning, Satellite images","AI, Social Media, War","Helpful, Subversive","The Battle of Ilovaisk (recognizing tanks)",2741,,
2707,"The Old Lie",2019,Australia,"Narrative, Novel","Non-Visible Spectrum",,"Dystopian, Family, Inequality, Race, War","Hostile, Intrusive, Oppressive","The Old Lie (Is there a night vision camera in the cell?)",2709,"William Daniels",2708
1615,"ImageNet Roulette",2019,"United States","Art, Installation art, Online art",,"Machine learning, Object recognition","AI, Identity","Intrusive, Oppressive","ImageNet Roulette (classifying people)",1616,,
2397,"Android Kunjappan Version 5.25",2019,India,"Narrative, Movie","AI, Body scans, Camera, Emotion recognition, Facial recognition, Machine learning, Object recognition",,"AI, Automation, Companionship, Family, Robots/androids","Dangerous, Exciting, Flawed, Helpful, Intimate, Prosocial","Android Kunjappan Version 5.25 (Android scans and gives advice), Android Kunjappan Version 5.25 (Android analyses soil substance)","2401, 2402","Bhaskara Poduva, Kunjappan, Subramanian","2399, 2398, 2400"
1545,"What the Robot Saw",2020,"United States","Art, Online art","Machine learning","Emotion recognition, Facial recognition, Image generation","AI, Social Media, Surveillance","Intimate, Intrusive","What the Robot Saw (computer vision analyzing youtube videos)",1595,,
1982,"... som duften av en drøm...",2020,Norway,"Narrative, Novel","AI, Drones, Facial recognition, Holograms, Image generation, Non-Visible Spectrum, Surveillance cameras, Virtual reality",,"AI, Consciousness, Free will, Identity, Nature","Helpful, Intrusive, Oppressive, Overwhelming, Protective","... som duften av en drøm... (Nature captured by VV cameras), ... som duften av en drøm... (Eye scanning), ... som duften av en drøm... (The reader is identified by a lifting drone in order to be carried by it), ... som duften av en drøm... (Elders are wearing 3V-helmets when they are in care), ... som duften av en drøm... (The reader is wearing 3V-glasses)","1897, 1993, 1996, 1995, 1994","Students (... som duften av en drøm...) , Man (...som duften av en drøm...), Palle Olsson , Reader (... som duften av en drøm), Elders (... som duften av en drøm)","1896, 2930, 1894, 2460, 2461"
2798,Agency,2020,"United States","Narrative, Novel","AI, Augmented reality, Facial recognition, Non-Visible Spectrum",,"AI, Climate Change, Economy","Empowering, Helpful, Protective","Agency (Night vision), Agency (Eunice's drones)","2799, 2800","Verity, Eunice/UNISS","2797, 2796"
2122,Antibodies,2020,Canada,"Art, Online art",,"Facial recognition, Webcams","AI, Identity","Intimate, Intrusive, Overwhelming","Antibodies (recognzing faces)",2567,,
3182,"Artificial Remnants 2.0",2020,"Argentina, Germany","Art, Installation art, Online art",,"Image generation, Machine learning","AI, Animals",Alien,"Artificial Remnants 2.0 (generating new specimens of insects)",3183,,
1484,"Brave New World (2020 TV series)",2020,"United States","Narrative, TV series or episode","AI, Augmented reality, Holograms, Ocular implant",,"AI, City, Consciousness, Dystopian, Family, Inequality, Romantic relationship, Sex, Surveillance","Dangerous, Fun, Intimate, Intrusive, Oppressive, Prosocial","Brave New World (2020 TV series) (Playful AR), Brave New World (optical implant overwhelm), Brave New World (optical implant memory holograms)","1533, 3267, 3268","Lenina Crowne, Bernard Marx, John the Savage, Frannie","1531, 1532, 1529, 1534"
2046,Capture,2020,Italy,Art,,"Camera, Facial recognition","Hacking, Identity, Surveillance","Intrusive, Oppressive, Subversive","Capture (Using facial recognition to identify policemen)",2570,,
2655,"Change Return",2020,"United Kingdom","Narrative, Movie","AI, Camera, Drones, Object recognition, Surveillance cameras",,"Animals, Automation, City, Companionship, Dystopian, Robots/androids","Flawed, Helpful, Protective","Change Return (Man tricks service drone)",2657,"Pig, Hungry Man","2658, 2656"
1022,"Coronavirus Drone Video",2020,China,"Narrative, Online video",Drones,"Camera, Drones","Autonomous vehicles, Surveillance","Helpful, Intrusive, Oppressive, Prosocial, Protective","Coronavirus Drone Video (Coronavirus drone)",1021,"Old lady (Coronavirus Drone Video)",1020
2469,"Cyberpunk 2077",2020,Poland,Game,"AI, Augmented reality, Biometrics, Body scans, Drones, Facial recognition, Holograms, Non-Visible Spectrum, Ocular implant, Surveillance cameras, UGV, Virtual reality",,"AI, City, Competition, Consciousness, Cyborgs, Hacking","Dangerous, Empowering, Flawed, Intimate, Intrusive","Cyberpunk 2077 (Cyberware malfunction and upgrade), Cyberpunk 2077 (Life coach checks troubling biometrics), Cyberpunk 2077 (V tests Braindance), Cyberpunk 2077 (Inside the DeepNet), Cyberpunk 2077 (Silverhand's hologram)","2472, 2492, 2506, 3104, 3106","V, Viktor, Alt Cunningham, Johnny Silverhand, Life coach (Cyberpunk 2077), Thug (Cyberpunk 2077)","2473, 2474, 3105, 3107, 2494, 2509"
1839,"Død og oppstandelse",2020,Norway,"Narrative, Novel","Facial recognition, Holograms, Non-Visible Spectrum, Surveillance cameras",,"Consciousness, Grief, Identity, Romantic relationship","Exciting, Prosocial, Wondrous","Død og oppstandelse (Oda shows herself as a hologram), Død og oppstandelse (facial recognition in grocery store)","1835, 1838","Oda Fåberg (Død og oppstandelse), Remi (Død og oppstandelse)","1836, 1837"
1143,Excellent,2020,Norway,Art,"Facial recognition, Surveillance cameras",,Surveillance,"Creepy, Hostile, Oppressive","Excellent (Surveillance man watching child)",1144,"Child (Excellent), Surveillance man (Excellent)","1141, 1142"
1119,"Final Fantasy VII Remake",2020,Japan,Game,"Augmented reality, Biometrics, Drones, Holograms, Surveillance cameras, Virtual reality",,"City, Conflict, Crime, Dystopian, Identity, Inequality, Surveillance, War","Intrusive, Oppressive","Final Fantasy VIIR (Identity scan on train), Final Fantasy VIIR (Corporation surveillance network), Final Fantasy VIIR (VR training grounds), Final Fantasy VIIR (Hologram)","1120, 1122, 1128, 1129","Cloud Strife, Avalanche","1118, 1121"
1223,"House of Earth and Blood",2020,"United States","Narrative, Novel","Non-Visible Spectrum, Surveillance cameras",,"Conflict, Family, Grief, Inequality, Physical violence, Race, Romantic relationship","Flawed, Oppressive, Protective","House of Earth and Blood (Truth-showing hidden cameras)",1224,"Bryce Quinlan, Micah Domitus, The Summit (House of Earth and Blood)","1222, 1225, 1226"
2880,"In Other Waters",2020,"United Kingdom",Game,"3D scans, AI, UGV",,"AI, Climate Change, Nature",Protective,"In Other Waters (Topographical scans)",2888,"Ellery Vas",2887
2124,Lacework,2020,"United States","Art, Video art","Machine learning","Image generation, Machine learning","AI, Labour","Alien, Overwhelming, Wondrous","Lacework (Traversing a machine learning dataset)",2569,"Amazon Mechanical Turk worker (Lacework)",2568
1171,"Ministry of Broadcast",2020,Czechia,Game,"Surveillance cameras",,"Competition, Dystopian, Inequality, Surveillance",Oppressive,"Ministry of Broadcast (Live-streamed competition in Arena)",1173,"The Contestant (Ministry of Broadcast)",1172
1090,"October Faction",2020,"United States, Canada","Narrative, TV series or episode","Cameraphone, Non-Visible Spectrum, Object recognition",,Family,Helpful,"October Faction (Detecting Hostile Aliens)",1091,"Deloris Allen, Fred Allen","1088, 1089"
1734,Onisciente,2020,Brazil,"Narrative, TV series or episode","AI, Biometrics, Body scans, Drones, Facial recognition, Non-Visible Spectrum",,"AI, Crime, Dystopian, Inequality, Surveillance","Flawed, Intimate, Intrusive","Onisciente (Stealing fingerprints), Onisciente (Jamming drone signal)","1736, 1737","Nina Peixoto",1735
940,"Restricted Residence",2020,"United Kingdom","Art, Photograph/print/painting",,"Camera, Non-Visible Spectrum","City, Dystopian","Alien, Intimate","Restriced Residence (Price photographing radiation)",939,"Citizens of Namie",938
3185,Salaf,2020,"Saudi Arabia, United States","Art, Photograph/print/painting",,"Image generation, Machine learning, Object recognition","AI, Identity","Flawed, Misleading","Salaf (erasing stereotypical narratives)",3186,"Saudi and Iraqi ancestors",3187
1603,"Saving Face",2020,Netherlands,"Art, Installation art",,"Facial recognition, Image generation","AI, Identity, Playful","Fun, Intimate, Prosocial","Saving Face (touching faces to generate new identities)",1654,,
1094,"See you",2020,Germany,"Narrative, Music video",,"Machine learning","Romantic relationship","Creepy, Exciting","See you (Machine learning face singing)",1093,,
2972,"Solar Opposites",2020,"United States","Narrative, TV series or episode","AI, Facial recognition, Holograms, Object recognition",,"AI, Gender, Physical violence, Robots/androids","Flawed, Helpful, Hostile","Solar Opposites (Hologram of friend's house), Solar Opposites (P.A.T.R.I.C.I.A. vision), Solar Opposites (Unable to identify gender), Solar Opposites (Killing filthy men)","2997, 2990, 2995, 2996","P.A.T.R.I.C.I.A., Korvo, Terry (Solar Opposites), Jesse (Solar Opposites), Men with man caves (Solar Opposites), Kevin (Solar Opposites), Kevin's wife (Solar Opposites)","2991, 2992, 2993, 2994, 2998, 2999, 3000"
2044,"Suspicious Behavior",2020,"Norway, Austria","Art, Online art","Biometrics, Machine learning, Surveillance cameras",,"AI, Automation, Inequality, Labour, Surveillance","Flawed, Oppressive, Overwhelming, Protective","Suspicious Behavior (labeling images)",2246,"Annotator (Suspicious Behavior)",2245
1147,"The Under Presents",2020,"United States",Game,"Holograms, Virtual reality","Virtual reality","Companionship, Playful","Prosocial, Wondrous","The Under Presents (Instructive holograms)",1146,,
3189,"The Zizi Show",2020,"United Kingdom","Art, Online art",AI,Deepfake,"AI, Gender, Identity, Playful","Empowering, Exciting","The Zizi Show (creating Zizi)",3190,"Zizi, Drag Artists (The Zizi Show)","3192, 3191"
1189,Upload,2020,"United States","Narrative, TV series or episode","Virtual reality",,"Autonomous vehicles, Grief, Hacking, Sex","Empowering, Flawed, Prosocial","Upload (VR sex), Upload (Nora edits VR avatars), Upload (VR distracts from intruder), Upload (Nathan controls real world)","1193, 1194, 1210, 1211","Nathan Brown, Nora Antony, Ingrid Kannerman","1190, 1191, 1192"
2642,Utbryterne,2020,Norway,"Narrative, Novel","Drones, Holograms, Image generation, Surveillance cameras",,"Climate Change, Dystopian, Gender, Inequality, Romantic relationship","Hostile, Misleading, Oppressive","Utbryterne (Hologram rings), Utbryterne (Carla mistrusts reality), Utbryterne (Breaking the screen-walls), Utbryterne (Fake video of explosion)","2643, 2647, 2644, 2652","Carla (Utbryterne), Noah (Utbryterne), Garm Galtung (Utbryterne)","2640, 2641, 2653"
2828,"Utopian Extraction",2020,"South Korea","Art, Video art, Performance art",,"3D scans, Drones, Image generation, Machine learning, Object recognition, Satellite images","AI, Nature, Utopian","Alien, Flawed, Subversive","Utopian Extraction (revealing Generic Nature), Utopian Extraction (exploring an artifical ecosystem), Utopian Extraction (detecting stones)","2831, 2832, 2833","""3D Binna Choi""",2830
3014,"Vibe Check",2020,"United States","Art, Installation art",,"Emotion recognition",Surveillance,Intrusive,"Vibe Check (classifying emotions)",3015,,
2198,"Watch Dogs: Legion",2020,,Game,"AI, Augmented reality, Biometrics, Body scans, Camera, Cameraphone, Drones, Facial recognition, Filtering, Holograms, Machine learning, Non-Visible Spectrum, Ocular implant, Satellite images, Surveillance cameras, UGV, Webcams",,"AI, City, Crime, Dystopian, Hacking, Surveillance","Empowering, Flawed, Intrusive, Oppressive","Watch Dogs: Legion (Hacking London's surveillance network), Watch Dogs: Legion (AR reconstruction analysis), Watch Dogs: Legion (Holographic broadcast ends with bombing), Watch Dogs: Legion (AR cloaking), Watch Dogs: Legion (Bagley's physical form), Watch Dogs: Legion (The Optik)","2784, 2785, 2791, 2804, 2805, 2806","DedSec Operative, Bagley, Sabine Brandt","2786, 2787, 2792"
2047,"YHB Pocket Shield",2020,"United States",Art,"Facial recognition",,"Hacking, Playful, Surveillance","Intrusive, Oppressive","YHB Pocket Shield (avoiding facial recognition at protests)",2566,,
2463,"The Last Human",2020,"United States","Narrative, Novel","AI, Emotion recognition, Machine learning, Object recognition",,"AI, Companionship, Robots/androids",Helpful,"The Last Human (XR_935 is recognising), The Last Human (XR_935 finds a human), The Last Human (XR_935 analysing face)","2465, 2468, 2493","XR_935, Emma human, Animals (The Last Human)","2464, 2467, 2963"
3129,"Remote Control",2020,"Nigeria, United States","Narrative, Novel","AI, Drones",,"Grief, Robots/androids","Intrusive, Protective","Remote Control (Sankofa kills drone)",3132,"Sankofa, Steel Brother","3131, 3133"
2519,"The Social Dilemma",2020,"United States","Narrative, Movie","AI, Augmented reality, Cameraphone, Holograms, Machine learning, Virtual reality",,"AI, Conflict, Dystopian, Free will, Social Media, Surveillance","Creepy, Dangerous, Intrusive, Oppressive","The Social Dilemma (AI manipulates Ben)",2520,"Ben, A.I. (The Social Dilemma)","2517, 2907"
2433,"My Holo Love",2020,"South Korea","Narrative, TV series or episode","AI, Biometrics, Emotion recognition, Facial recognition, Holograms, Surveillance cameras",,"AI, Romantic relationship","Helpful, Overwhelming, Wondrous","My Holo Love (Holo overrides driving), My Holo Love (Go Yoo-Jin Protects Holo Glasses), My Holo Love (Han So-yeon finds Holo glasses), My Holo Love (Holo assists Han So-yeon), My Holo Love (Go Nan-do is Watching Them)","2592, 2593, 2594, 2595, 2597","Holo, Han So-Yeon, Go Yoo-jin, Go Nan-do","2562, 2563, 2591, 2596"
2544,"The Invisible Man",2020,"United States, Australia","Narrative, Movie","Camera, Image generation, Surveillance cameras, Webcams",,"Horror, Physical violence, Surveillance","Creepy, Dangerous, Intrusive","The Invisible Man (Cecilia Paints Webcam), The Invisible Man (CCTV surveillance footage), The Invisible Man (Violent use of Invisibility)","2541, 2542, 2543","Cecilia Kass, Adrian Griffin","2539, 2540"
1487,"AI Amok",2020,Japan,"Narrative, Movie","AI, Biometrics, Body scans, Drones, Emotion recognition, Facial recognition, Holograms, Machine learning, Surveillance cameras",,"AI, Automation, Autonomous vehicles, Dystopian, Economy, Family, Hacking, Inequality, Labour, Surveillance","Dangerous, Hostile, Intrusive, Oppressive, Protective","AI Amok (Nozomi analyzes world population), AI Amok (Hundred Eyes tracks Kosuke)","1490, 1492","Nozomi, Kiryu Kosuke, Hundred Eyes","1489, 1488, 1491"
3151,"Future Tense: AI from the margins",2020,Germany,"Art, Video art","Emotion recognition, Facial recognition, Machine learning, Surveillance cameras",,"AI, Gender, Inequality, Race, Surveillance","Flawed, Intrusive, Oppressive","Future Tense: AI from the margins (oppressive AI)",3153,"""Nakeema Stefflbauer""",3152
1940,Rugal,2020,"South Korea","Narrative, TV series or episode","3D scans, AI, Biometrics, Body scans, Facial recognition, Object recognition, Ocular implant, Surveillance cameras",,"AI, Crime, Hacking, Physical violence","Dangerous, Empowering, Neutral, Overwhelming, Protective","Rugal (Optical implant predicts fight), Rugal ( The Ai shows Kang Ki-beom what it knows), Rugal (Kang Ki-beom finds Song Mi-na´s earpiece), Rugal (Track enemy through surveillance cameras), Rugal (Bradley look at a 3D scan of the eye), Rugal ( Park Sung-woong try to break into the vault), Rugal (Kang Ki-beom use his eye to search through dental records)","1942, 2425, 2434, 2436, 2437, 2440, 2441","Kang Ki-beom, Song Mi-na, Han Tae-woong, Bradley , Hwang Deuk-Gu, Guard (Rugal), Victim (Rugal)","1919, 1941, 1920, 2435, 2925, 2439, 2929"
1668,"The Ongoing Moment",2020,China,"Art, Online art",,"Augmented reality, Facial recognition, Filtering, Image generation, Motion tracking, Webcams","AI, Identity, Playful, Social Media",Fun,"The Ongoing Moment (apply custom filter to your face)",1673,,
